Character,Sentence,Word,POS,Tag,Dependency
UNCLE VERNON,"ohh , don ’ t mind that !","['ohh', ',', 'don', '’', 't', 'mind', 'that', '!']","['ADV', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'PUNCT']","['RB', ',', 'NNP', ""''"", 'NNP', 'VB', 'DT', '.']","['intj', 'punct', 'meta', 'punct', 'nsubj', 'ROOT', 'dobj', 'punct']"
UNCLE VERNON,it ’ s just the cat .,"['it', '’', 's', 'just', 'the', 'cat', '.']","['PRON', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN', 'PUNCT']","['PRP', ""''"", 'VBZ', 'RB', 'DT', 'NN', '.']","['nsubj', 'punct', 'ROOT', 'advmod', 'det', 'attr', 'punct']"
DOBBY,bad dobby .,"['bad', 'dobby', '.']","['ADJ', 'NOUN', 'PUNCT']","['JJ', 'NN', '.']","['amod', 'ROOT', 'punct']"
DOBBY,bad dobby !,"['bad', 'dobby', '!']","['ADJ', 'NOUN', 'PUNCT']","['JJ', 'NN', '.']","['amod', 'ROOT', 'punct']"
HARRY,"stop ! stop , dobby .","['stop', '!', 'stop', ',', 'dobby', '.']","['VERB', 'PUNCT', 'VERB', 'PUNCT', 'VERB', 'PUNCT']","['VB', '.', 'VB', ',', 'VB', '.']","['ROOT', 'punct', 'ROOT', 'punct', 'conj', 'punct']"
HARRY,please be quiet !,"['please', 'be', 'quiet', '!']","['INTJ', 'AUX', 'ADJ', 'PUNCT']","['UH', 'VB', 'JJ', '.']","['intj', 'ROOT', 'acomp', 'punct']"
HARRY,are you all right ?,"['are', 'you', 'all', 'right', '?']","['AUX', 'PRON', 'ADV', 'ADJ', 'PUNCT']","['VBP', 'PRP', 'RB', 'JJ', '.']","['ROOT', 'nsubj', 'advmod', 'acomp', 'punct']"
DOBBY,"dobby had to punish himself , sir .","['dobby', 'had', 'to', 'punish', 'himself', ',', 'sir', '.']","['NOUN', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT', 'NOUN', 'PUNCT']","['NN', 'VBD', 'TO', 'VB', 'PRP', ',', 'NN', '.']","['nsubj', 'ROOT', 'aux', 'xcomp', 'dobj', 'punct', 'npadvmod', 'punct']"
DOBBY,"dobby almost spoke ill of his family , sir .","['dobby', 'almost', 'spoke', 'ill', 'of', 'his', 'family', ',', 'sir', '.']","['PROPN', 'ADV', 'VERB', 'ADJ', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['NNP', 'RB', 'VBD', 'JJ', 'IN', 'PRP$', 'NN', ',', 'NN', '.']","['nsubj', 'advmod', 'ROOT', 'acomp', 'prep', 'poss', 'pobj', 'punct', 'npadvmod', 'punct']"
HARRY,your family ?,"['your', 'family', '?']","['PRON', 'NOUN', 'PUNCT']","['PRP$', 'NN', '.']","['poss', 'ROOT', 'punct']"
DOBBY,"the wizard family dobby serves , sir .","['the', 'wizard', 'family', 'dobby', 'serves', ',', 'sir', '.']","['DET', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'PUNCT', 'NOUN', 'PUNCT']","['DT', 'NNP', 'NN', 'NN', 'VBZ', ',', 'NN', '.']","['det', 'compound', 'compound', 'nsubj', 'ROOT', 'punct', 'npadvmod', 'punct']"
DOBBY,dobby is bound to serve one family forever .,"['dobby', 'is', 'bound', 'to', 'serve', 'one', 'family', 'forever', '.']","['NOUN', 'AUX', 'VERB', 'PART', 'VERB', 'NUM', 'NOUN', 'ADV', 'PUNCT']","['NN', 'VBZ', 'VBN', 'TO', 'VB', 'CD', 'NN', 'RB', '.']","['nsubjpass', 'auxpass', 'ROOT', 'aux', 'xcomp', 'nummod', 'dobj', 'advmod', 'punct']"
DOBBY,if they ever knew dobby was here ... ooh ...,"['if', 'they', 'ever', 'knew', 'dobby', 'was', 'here', '...', 'ooh', '...']","['SCONJ', 'PRON', 'ADV', 'VERB', 'NOUN', 'AUX', 'ADV', 'PUNCT', 'INTJ', 'PUNCT']","['IN', 'PRP', 'RB', 'VBD', 'NN', 'VBD', 'RB', '.', 'UH', '.']","['mark', 'nsubj', 'advmod', 'ROOT', 'nsubj', 'ccomp', 'advmod', 'punct', 'ROOT', 'punct']"
DOBBY,but dobby had to come .,"['but', 'dobby', 'had', 'to', 'come', '.']","['CCONJ', 'NOUN', 'VERB', 'PART', 'VERB', 'PUNCT']","['CC', 'NN', 'VBD', 'TO', 'VB', '.']","['cc', 'nsubj', 'ROOT', 'aux', 'xcomp', 'punct']"
DOBBY,dobby has to protect harry potter- to warn him .,"['dobby', 'has', 'to', 'protect', 'harry', 'potter-', 'to', 'warn', 'him', '.']","['NOUN', 'VERB', 'PART', 'VERB', 'PROPN', 'PROPN', 'PART', 'VERB', 'PRON', 'PUNCT']","['NN', 'VBZ', 'TO', 'VB', 'NNP', 'NNP', 'TO', 'VB', 'PRP', '.']","['nsubj', 'ROOT', 'aux', 'xcomp', 'compound', 'dobj', 'aux', 'xcomp', 'dobj', 'punct']"
DOBBY,harry potter must not go back to hogwarts school of witchcraft and wizardry this year !,"['harry', 'potter', 'must', 'not', 'go', 'back', 'to', 'hogwarts', 'school', 'of', 'witchcraft', 'and', 'wizardry', 'this', 'year', '!']","['PROPN', 'PROPN', 'AUX', 'PART', 'VERB', 'ADV', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'DET', 'NOUN', 'PUNCT']","['NNP', 'NNP', 'MD', 'RB', 'VB', 'RB', 'IN', 'NNS', 'NN', 'IN', 'NN', 'CC', 'JJ', 'DT', 'NN', '.']","['compound', 'nsubj', 'aux', 'neg', 'ROOT', 'advmod', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'det', 'npadvmod', 'punct']"
DOBBY,"there is a plot , a plot to make most terrible things happen .","['there', 'is', 'a', 'plot', ',', 'a', 'plot', 'to', 'make', 'most', 'terrible', 'things', 'happen', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PART', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['EX', 'VBZ', 'DT', 'NN', ',', 'DT', 'NN', 'TO', 'VB', 'JJS', 'JJ', 'NNS', 'VB', '.']","['expl', 'ROOT', 'det', 'attr', 'punct', 'det', 'attr', 'aux', 'relcl', 'amod', 'amod', 'nsubj', 'ccomp', 'punct']"
HARRY,what terrible things ?,"['what', 'terrible', 'things', '?']","['PRON', 'ADJ', 'NOUN', 'PUNCT']","['WP', 'JJ', 'NNS', '.']","['det', 'amod', 'ROOT', 'punct']"
HARRY,who ’ s plotting them ?,"['who', '’', 's', 'plotting', 'them', '?']","['PRON', 'PUNCT', 'AUX', 'VERB', 'PRON', 'PUNCT']","['WP', ""''"", 'VBZ', 'VBG', 'PRP', '.']","['nsubj', 'punct', 'aux', 'ROOT', 'dobj', 'punct']"
DOBBY,ooo ... er ... can ’ t ... say ... argh ...,"['ooo', '...', 'er', '...', 'can', '’', 't', '...', 'say', '...', 'argh', '...']","['INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'AUX', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'PUNCT']","['UH', 'NFP', 'UH', ':', 'MD', ""''"", 'NN', ':', 'VB', ':', 'NN', '.']","['ROOT', 'punct', 'intj', 'punct', 'aux', 'punct', 'dep', 'punct', 'ROOT', 'punct', 'ROOT', 'punct']"
HARRY,ok– i- understand . you can ’ t- say .,"['ok', '–', 'i-', 'understand', '.', 'you', 'can', '’', 't-', 'say', '.']","['INTJ', 'PUNCT', 'X', 'VERB', 'PUNCT', 'PRON', 'AUX', 'PUNCT', 'PUNCT', 'VERB', 'PUNCT']","['UH', ':', 'XX', 'VBP', '.', 'PRP', 'MD', ""''"", ""''"", 'VB', '.']","['intj', 'punct', 'nsubj', 'ROOT', 'punct', 'nsubj', 'aux', 'punct', 'meta', 'ROOT', 'punct']"
DOBBY,"don ’ t make me talk , i— errr ...","['don', '’', 't', 'make', 'me', 'talk', ',', 'i', '—', 'errr', '...']","['PROPN', 'PUNCT', 'PROPN', 'VERB', 'PRON', 'VERB', 'PUNCT', 'PRON', 'PUNCT', 'NOUN', 'PUNCT']","['NNP', ""''"", 'NNP', 'VBP', 'PRP', 'VB', ',', 'PRP', ':', 'NN', '.']","['nsubj', 'punct', 'appos', 'ROOT', 'nsubj', 'ccomp', 'punct', 'dep', 'punct', 'appos', 'punct']"
HARRY,"dobby ! dobby , put the lamp down .","['dobby', '!', 'dobby', ',', 'put', 'the', 'lamp', 'down', '.']","['NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT']","['NN', '.', 'NNP', ',', 'VB', 'DT', 'NN', 'RP', '.']","['ROOT', 'punct', 'nsubj', 'punct', 'ROOT', 'det', 'dobj', 'prt', 'punct']"
DOBBY,bad dobby .,"['bad', 'dobby', '.']","['ADJ', 'NOUN', 'PUNCT']","['JJ', 'NN', '.']","['amod', 'ROOT', 'punct']"
HARRY ,give me the lamp ! dobby stop !,"['give', 'me', 'the', 'lamp', '!', 'dobby', 'stop', '!']","['VERB', 'PRON', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']","['VB', 'PRP', 'DT', 'NN', '.', 'NN', 'NN', '.']","['ROOT', 'dative', 'det', 'dobj', 'punct', 'compound', 'ROOT', 'punct']"
DOBBY ,let me go !,"['let', 'me', 'go', '!']","['VERB', 'PRON', 'VERB', 'PUNCT']","['VB', 'PRP', 'VB', '.']","['ROOT', 'nsubj', 'ccomp', 'punct']"
HARRY ,"get in there , and keep quiet !","['get', 'in', 'there', ',', 'and', 'keep', 'quiet', '!']","['VERB', 'ADV', 'ADV', 'PUNCT', 'CCONJ', 'VERB', 'ADJ', 'PUNCT']","['VB', 'RB', 'RB', ',', 'CC', 'VB', 'JJ', '.']","['ROOT', 'advmod', 'advmod', 'punct', 'cc', 'conj', 'oprd', 'punct']"
UNCLE VERNON ,what the devil are you doing up here ?,"['what', 'the', 'devil', 'are', 'you', 'doing', 'up', 'here', '?']","['PRON', 'DET', 'NOUN', 'AUX', 'PRON', 'VERB', 'ADP', 'ADV', 'PUNCT']","['WP', 'DT', 'NN', 'VBP', 'PRP', 'VBG', 'RP', 'RB', '.']","['dobj', 'det', 'nsubj', 'aux', 'nsubj', 'ROOT', 'prt', 'advmod', 'punct']"
HARRY ,i- i was just—,"['i-', 'i', 'was', 'just', '—']","['X', 'PRON', 'AUX', 'ADV', 'PUNCT']","['XX', 'PRP', 'VBD', 'RB', ':']","['ROOT', 'nsubj', 'ROOT', 'advmod', 'punct']"
UNCLE VERNON ,you just ruined the punch line of my japanese golfer joke !,"['you', 'just', 'ruined', 'the', 'punch', 'line', 'of', 'my', 'japanese', 'golfer', 'joke', '!']","['PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['PRP', 'RB', 'VBD', 'DT', 'NN', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'NN', '.']","['nsubj', 'advmod', 'ROOT', 'det', 'compound', 'dobj', 'prep', 'poss', 'amod', 'compound', 'pobj', 'punct']"
HARRY ,sorry .,"['sorry', '.']","['ADJ', 'PUNCT']","['JJ', '.']","['ROOT', 'punct']"
UNCLE VERNON ,"one more sound , and you ’ ll wish you ’ d never been born , boy !","['one', 'more', 'sound', ',', 'and', 'you', '’', 'll', 'wish', 'you', '’', 'd', 'never', 'been', 'born', ',', 'boy', '!']","['NUM', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'PUNCT', 'AUX', 'VERB', 'PRON', 'PUNCT', 'VERB', 'ADV', 'AUX', 'VERB', 'PUNCT', 'INTJ', 'PUNCT']","['CD', 'JJR', 'NN', ',', 'CC', 'PRP', ""''"", 'MD', 'VB', 'PRP', ""''"", 'VB', 'RB', 'VBN', 'VBN', ',', 'UH', '.']","['nummod', 'amod', 'nsubj', 'punct', 'cc', 'conj', 'punct', 'aux', 'ROOT', 'dative', 'punct', 'nsubjpass', 'neg', 'auxpass', 'ccomp', 'punct', 'dep', 'punct']"
UNCLE VERNON ,and fix that door !,"['and', 'fix', 'that', 'door', '!']","['CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['CC', 'VB', 'DT', 'NN', '.']","['cc', 'ROOT', 'det', 'dobj', 'punct']"
HARRY ,"yes , sir ... see why i ’ ve got to go back ?","['yes', ',', 'sir', '...', 'see', 'why', 'i', '’', 've', 'got', 'to', 'go', 'back', '?']","['INTJ', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'SCONJ', 'PRON', 'VERB', 'AUX', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT']","['UH', ',', 'NNP', 'NFP', 'VB', 'WRB', 'PRP', 'VBP', 'VBP', 'VBN', 'TO', 'VB', 'RB', '.']","['intj', 'punct', 'npadvmod', 'punct', 'ROOT', 'advmod', 'nsubj', 'punct', 'aux', 'ccomp', 'aux', 'xcomp', 'advmod', 'punct']"
HARRY ,i don ’ t belong here .,"['i', 'don', '’', 't', 'belong', 'here', '.']","['PRON', 'VERB', 'PUNCT', 'PROPN', 'VERB', 'ADV', 'PUNCT']","['PRP', 'VBP', ""''"", 'NNP', 'VBP', 'RB', '.']","['nsubj', 'ROOT', 'punct', 'nsubj', 'ccomp', 'advmod', 'punct']"
HARRY ,"i belong in your world , at hogwarts .","['i', 'belong', 'in', 'your', 'world', ',', 'at', 'hogwarts', '.']","['PRON', 'VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'IN', 'PRP$', 'NN', ',', 'IN', 'NNS', '.']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj', 'punct', 'prep', 'pobj', 'punct']"
HARRY ,it ’ s the only place i ’ ve got friends !,"['it', '’', 's', 'the', 'only', 'place', 'i', '’', 've', 'got', 'friends', '!']","['PRON', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'PRON', 'PUNCT', 'AUX', 'VERB', 'NOUN', 'PUNCT']","['PRP', ""''"", 'VBZ', 'DT', 'JJ', 'NN', 'PRP', ""''"", 'VBP', 'VBN', 'NNS', '.']","['nsubj', 'punct', 'ROOT', 'det', 'amod', 'attr', 'nsubj', 'punct', 'aux', 'relcl', 'dobj', 'punct']"
DOBBY ,friends who don ’ t even write to harry potter ?,"['friends', 'who', 'don', '’', 't', 'even', 'write', 'to', 'harry', 'potter', '?']","['NOUN', 'PRON', 'VERB', 'PUNCT', 'PROPN', 'ADV', 'VERB', 'PART', 'VERB', 'NOUN', 'PUNCT']","['NNS', 'WP', 'VBZ', ""''"", 'NNP', 'RB', 'VB', 'TO', 'VB', 'NN', '.']","['nsubj', 'nsubj', 'relcl', 'punct', 'dobj', 'advmod', 'ROOT', 'aux', 'xcomp', 'dobj', 'punct']"
HARRY ,"well , i expect they ’ ve ... been- hang on-","['well', ',', 'i', 'expect', 'they', '’', 've', '...', 'been-', 'hang', 'on-']","['INTJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT', 'VERB', 'PUNCT', 'INTJ', 'VERB', 'ADV']","['UH', ',', 'PRP', 'VBP', 'PRP', ""''"", 'VBP', 'NFP', 'UH', 'VB', 'RB']","['intj', 'punct', 'nsubj', 'ROOT', 'nsubj', 'punct', 'ccomp', 'punct', 'ROOT', 'ROOT', 'punct']"
HARRY ,how do you know my friends haven ’ t been writing to me ?,"['how', 'do', 'you', 'know', 'my', 'friends', 'haven', '’', 't', 'been', 'writing', 'to', 'me', '?']","['SCONJ', 'AUX', 'PRON', 'VERB', 'PRON', 'NOUN', 'VERB', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'ADP', 'PRON', 'PUNCT']","['WRB', 'VBP', 'PRP', 'VB', 'PRP$', 'NNS', 'VBP', ""''"", 'NN', 'VBN', 'VBG', 'IN', 'PRP', '.']","['advmod', 'aux', 'nsubj', 'parataxis', 'poss', 'nsubj', 'ccomp', 'punct', 'nsubj', 'aux', 'ROOT', 'prep', 'pobj', 'punct']"
DOBBY ,harry potter mustn ’ t be angry with dobby .,"['harry', 'potter', 'mustn', '’', 't', 'be', 'angry', 'with', 'dobby', '.']","['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'AUX', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","['NNP', 'NNP', 'NNP', ""''"", 'NN', 'VB', 'JJ', 'IN', 'NN', '.']","['compound', 'compound', 'nmod', 'punct', 'nsubj', 'ROOT', 'acomp', 'prep', 'pobj', 'punct']"
DOBBY ,"heh- dobby hoped , if harry potter thought his friends had forgotten him , harry potter might not want to go back to school , sir .","['heh-', 'dobby', 'hoped', ',', 'if', 'harry', 'potter', 'thought', 'his', 'friends', 'had', 'forgotten', 'him', ',', 'harry', 'potter', 'might', 'not', 'want', 'to', 'go', 'back', 'to', 'school', ',', 'sir', '.']","['ADJ', 'NOUN', 'VERB', 'PUNCT', 'SCONJ', 'PROPN', 'PROPN', 'VERB', 'PRON', 'NOUN', 'AUX', 'VERB', 'PRON', 'PUNCT', 'PROPN', 'PROPN', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['JJR', 'NN', 'VBD', ',', 'IN', 'NNP', 'NNP', 'VBD', 'PRP$', 'NNS', 'VBD', 'VBN', 'PRP', ',', 'NNP', 'NNP', 'MD', 'RB', 'VB', 'TO', 'VB', 'RB', 'IN', 'NN', ',', 'NN', '.']","['compound', 'nsubj', 'ROOT', 'punct', 'mark', 'compound', 'nsubj', 'advcl', 'poss', 'nsubj', 'aux', 'ccomp', 'dobj', 'punct', 'compound', 'nsubj', 'aux', 'neg', 'ccomp', 'aux', 'xcomp', 'advmod', 'prep', 'pobj', 'punct', 'npadvmod', 'punct']"
HARRY ,"give me those , now !","['give', 'me', 'those', ',', 'now', '!']","['VERB', 'PRON', 'PRON', 'PUNCT', 'ADV', 'PUNCT']","['VB', 'PRP', 'DT', ',', 'RB', '.']","['ROOT', 'dative', 'dobj', 'punct', 'advmod', 'punct']"
DOBBY ,no ! ahh ! ooh ...,"['no', '!', 'ahh', '!', 'ooh', '...']","['INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT']","['UH', '.', 'UH', '.', 'UH', '.']","['ROOT', 'punct', 'ROOT', 'punct', 'ROOT', 'punct']"
HARRY ,"dobby , get back here !","['dobby', ',', 'get', 'back', 'here', '!']","['VERB', 'PUNCT', 'VERB', 'ADV', 'ADV', 'PUNCT']","['VB', ',', 'VB', 'RB', 'RB', '.']","['npadvmod', 'punct', 'ROOT', 'advmod', 'advmod', 'punct']"
HARRY ,"dobby , please , no !","['dobby', ',', 'please', ',', 'no', '!']","['VERB', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT']","['VB', ',', 'UH', ',', 'UH', '.']","['ROOT', 'punct', 'intj', 'punct', 'intj', 'punct']"
DOBBY ,harry potter must say he ’ s not going back to school !,"['harry', 'potter', 'must', 'say', 'he', '’', 's', 'not', 'going', 'back', 'to', 'school', '!']","['PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PUNCT', 'AUX', 'PART', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']","['NNP', 'NNP', 'MD', 'VB', 'PRP', ""''"", 'VBZ', 'RB', 'VBG', 'RB', 'IN', 'NN', '.']","['compound', 'nsubj', 'aux', 'ROOT', 'nsubj', 'punct', 'aux', 'neg', 'ccomp', 'advmod', 'prep', 'pobj', 'punct']"
HARRY ,i can ’ t . hogwarts is my home !,"['i', 'can', '’', 't', '.', 'hogwarts', 'is', 'my', 'home', '!']","['PRON', 'AUX', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'AUX', 'PRON', 'NOUN', 'PUNCT']","['PRP', 'MD', ""''"", 'NN', '.', 'NNS', 'VBZ', 'PRP$', 'NN', '.']","['nsubj', 'aux', 'punct', 'ROOT', 'punct', 'nsubj', 'ROOT', 'poss', 'attr', 'punct']"
DOBBY ,"then , dobby must do it , sir , for harry potter ’ s own good .","['then', ',', 'dobby', 'must', 'do', 'it', ',', 'sir', ',', 'for', 'harry', 'potter', '’', 's', 'own', 'good', '.']","['ADV', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'PRON', 'PUNCT', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","['RB', ',', 'NN', 'MD', 'VB', 'PRP', ',', 'NN', ',', 'IN', 'NNP', 'NNP', ""''"", 'VBZ', 'JJ', 'NN', '.']","['advmod', 'punct', 'nsubj', 'aux', 'ROOT', 'dobj', 'punct', 'npadvmod', 'punct', 'prep', 'compound', 'pobj', 'punct', 'punct', 'amod', 'attr', 'punct']"
UNCLE VERNON ,"... it spread as far as the eye could see , all over the floor of this vast building , and it was this deep .","['...', 'it', 'spread', 'as', 'far', 'as', 'the', 'eye', 'could', 'see', ',', 'all', 'over', 'the', 'floor', 'of', 'this', 'vast', 'building', ',', 'and', 'it', 'was', 'this', 'deep', '.']","['PUNCT', 'PRON', 'VERB', 'ADV', 'ADV', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'DET', 'ADJ', 'PUNCT']","['NFP', 'PRP', 'VBD', 'RB', 'RB', 'IN', 'DT', 'NN', 'MD', 'VB', ',', 'RB', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'CC', 'PRP', 'VBD', 'DT', 'JJ', '.']","['punct', 'nsubj', 'ROOT', 'advmod', 'advmod', 'mark', 'det', 'nsubj', 'aux', 'advcl', 'punct', 'advmod', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'punct', 'cc', 'nsubj', 'conj', 'det', 'acomp', 'punct']"
UNCLE VERNON ,and one plumber said “ look at all that water . ”,"['and', 'one', 'plumber', 'said', '“', 'look', 'at', 'all', 'that', 'water', '.', '”']","['CCONJ', 'NUM', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['CC', 'CD', 'NN', 'VBD', '``', 'VB', 'IN', 'PDT', 'DT', 'NN', '.', ""''""]","['cc', 'nummod', 'nsubj', 'ROOT', 'punct', 'xcomp', 'prep', 'predet', 'det', 'pobj', 'punct', 'punct']"
UNCLE VERNON ,"a-and the second plumber said , “ yes , and that ’ s just the top of it ! ”","['a', '-', 'and', 'the', 'second', 'plumber', 'said', ',', '“', 'yes', ',', 'and', 'that', '’', 's', 'just', 'the', 'top', 'of', 'it', '!', '”']","['X', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'VERB', 'PUNCT', 'PUNCT', 'INTJ', 'PUNCT', 'CCONJ', 'SCONJ', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'PUNCT']","['LS', ':', 'CC', 'DT', 'JJ', 'NN', 'VBD', ',', '``', 'UH', ',', 'CC', 'IN', ""''"", 'VBZ', 'RB', 'DT', 'NN', 'IN', 'PRP', '.', ""''""]","['meta', 'punct', 'cc', 'det', 'amod', 'nsubj', 'ROOT', 'punct', 'punct', 'intj', 'punct', 'cc', 'mark', 'punct', 'conj', 'advmod', 'det', 'attr', 'prep', 'pobj', 'punct', 'punct']"
UNCLE VERNON ,i ’ m so sorry ! it ’ s my nephew- he ’ s very disturbed .,"['i', '’', 'm', 'so', 'sorry', '!', 'it', '’', 's', 'my', 'nephew-', 'he', '’', 's', 'very', 'disturbed', '.']","['PRON', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'PRON', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'PUNCT']","['PRP', ""''"", 'VBP', 'RB', 'JJ', '.', 'PRP', ""''"", 'VBZ', 'PRP$', 'NNS', 'PRP', ""''"", 'VBZ', 'RB', 'JJ', '.']","['nsubj', 'punct', 'ROOT', 'advmod', 'acomp', 'punct', 'nsubj', 'punct', 'ROOT', 'poss', 'attr', 'nsubj', 'punct', 'ROOT', 'advmod', 'acomp', 'punct']"
UNCLE VERNON ,meeting strangers upsets him .,"['meeting', 'strangers', 'upsets', 'him', '.']","['VERB', 'NOUN', 'VERB', 'PRON', 'PUNCT']","['VBG', 'NNS', 'VBZ', 'PRP', '.']","['compound', 'nsubj', 'ROOT', 'dobj', 'punct']"
UNCLE VERNON ,that ’ s why i kept him upstairs !,"['that', '’', 's', 'why', 'i', 'kept', 'him', 'upstairs', '!']","['SCONJ', 'PUNCT', 'VERB', 'SCONJ', 'PRON', 'VERB', 'PRON', 'ADV', 'PUNCT']","['IN', ""''"", 'VBZ', 'WRB', 'PRP', 'VBD', 'PRP', 'RB', '.']","['mark', 'punct', 'ROOT', 'advmod', 'nsubj', 'ccomp', 'dobj', 'advmod', 'punct']"
UNCLE VERNON ,you ’ re never going back to that school .,"['you', '’', 're', 'never', 'going', 'back', 'to', 'that', 'school', '.']","['PRON', 'PUNCT', 'AUX', 'ADV', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', ""''"", 'IN', 'RB', 'VBG', 'RB', 'IN', 'DT', 'NN', '.']","['nsubj', 'punct', 'aux', 'neg', 'ROOT', 'advmod', 'prep', 'det', 'pobj', 'punct']"
UNCLE VERNON ,you ’ re never going to see those freaky friends of yours again . never !,"['you', '’', 're', 'never', 'going', 'to', 'see', 'those', 'freaky', 'friends', 'of', 'yours', 'again', '.', 'never', '!']","['PRON', 'PUNCT', 'AUX', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'ADV', 'PUNCT', 'ADV', 'PUNCT']","['PRP', ""''"", 'IN', 'RB', 'VBG', 'TO', 'VB', 'DT', 'JJ', 'NNS', 'IN', 'PRP', 'RB', '.', 'RB', '.']","['nsubj', 'punct', 'aux', 'neg', 'ROOT', 'aux', 'xcomp', 'det', 'amod', 'dobj', 'prep', 'pobj', 'advmod', 'punct', 'ROOT', 'punct']"
RON,"hi , harry !","['hi', ',', 'harry', '!']","['INTJ', 'PUNCT', 'PROPN', 'PUNCT']","['UH', ',', 'NNP', '.']","['intj', 'punct', 'ROOT', 'punct']"
HARRY,ron ! fred . george .,"['ron', '!', 'fred', '.', 'george', '.']","['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']","['NNP', 'NNP', 'NNP', '.', 'NNP', '.']","['compound', 'compound', 'ROOT', 'punct', 'ROOT', 'punct']"
HARRY,what are you all doing here ?,"['what', 'are', 'you', 'all', 'doing', 'here', '?']","['PRON', 'AUX', 'PRON', 'PRON', 'VERB', 'ADV', 'PUNCT']","['WP', 'VBP', 'PRP', 'DT', 'VBG', 'RB', '.']","['dobj', 'aux', 'nsubj', 'appos', 'ROOT', 'advmod', 'punct']"
RON,"rescuing you , of course .","['rescuing', 'you', ',', 'of', 'course', '.']","['VERB', 'PRON', 'PUNCT', 'ADP', 'NOUN', 'PUNCT']","['VBG', 'PRP', ',', 'IN', 'NN', '.']","['ROOT', 'dobj', 'punct', 'prep', 'pobj', 'punct']"
